fecha_analisis,fixture_id,partido,competicion,mercado,lado,odds,modelo_prob,implied_prob,edge,ev_pct,metodo,categoria,alcance,resultado,odds_close,clv_pct,fecha_cierre,odds_close_est,clv_pct_est,clv_method
2026-04-10 22:52,1391128,Sevilla vs Atletico Madrid,La Liga,Corners Atletico Madrid O/U 4.5,Under/No,1.83,0.6177,0.5000,0.1177,0.1303,v3,Corners,Visitante,L,,,,,,
2026-04-10 22:52,1391128,Sevilla vs Atletico Madrid,La Liga,Goles tot. O/U 2.5,Under/No,1.73,0.6521,0.5480,0.1041,0.1282,v3,Goles,Total,L,,,,,,
2026-04-10 22:52,1391128,Sevilla vs Atletico Madrid,La Liga,BTTS,Under/No,1.95,0.5846,0.4800,0.1046,0.1399,v3,BTTS,Total,L,,,,,,
2026-04-10 22:52,1391128,Sevilla vs Atletico Madrid,La Liga,Goles Sevilla O/U 1.5,Under/No,1.50,0.7704,0.6250,0.1454,0.1555,v3,Goles,Local,L,,,,,,
2026-04-10 22:52,1391128,Sevilla vs Atletico Madrid,La Liga,Goles tot. O/U 1.5,Under/No,3.20,0.3809,0.2980,0.0829,0.2190,v3,Goles,Total,L,,,,,,
2026-04-10 22:52,1391128,Sevilla vs Atletico Madrid,La Liga,Goles Sevilla O/U 0.5,Under/No,3.40,0.4036,0.2770,0.1266,0.3723,v3,Goles,Local,L,,,,,,
2026-04-10 22:52,1391128,Sevilla vs Atletico Madrid,La Liga,Goles tot. O/U 3.5,Under/No,1.25,0.8392,0.7620,0.0772,0.0490,v3,Goles,Total,W,,,,,,
2026-04-10 22:52,1391128,Sevilla vs Atletico Madrid,La Liga,Corners Sevilla O/U 4.5,Under/No,1.83,0.7014,0.5000,0.2014,0.2836,v3,Corners,Local,L,,,,,,
2026-04-10 22:52,1391128,Sevilla vs Atletico Madrid,La Liga,Goles Sevilla O/U 2.5,Under/No,1.12,0.9365,0.8430,0.0935,0.0489,v3,Goles,Local,W,,,,,,
2026-04-10 22:52,1391128,Sevilla vs Atletico Madrid,La Liga,Goles tot. O/U 4.5,Under/No,1.08,0.9371,0.8810,0.0561,0.0121,v3,Goles,Total,W,,,,,,
2026-04-10 22:52,1391128,Sevilla vs Atletico Madrid,La Liga,Arco tot. O/U 8.5,Over/Si,2.00,0.5428,0.4640,0.0788,0.0856,v3,Arco,Total,L,,,,,,
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Tiros Aldosivi O/U 9.5,Over/Si,1.72,0.5890,0.5380,0.0510,0.0131,v3,Tiros,Visitante,L,,,,,,
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Tiros Aldosivi O/U 7.5,Over/Si,1.28,0.7816,0.7320,0.0496,0.0005,v3,Tiros,Visitante,L,,,,,,
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Goles Belgrano Cordoba O/U 1.5,Under/No,1.73,0.6090,0.5360,0.0730,0.0536,v3,Goles,Local,W,,,,,,
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Goles tot. O/U 1.5,Under/No,2.50,0.4612,0.3750,0.0862,0.1531,v3,Goles,Total,W,,,,,,
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Goles tot. O/U 2.5,Under/No,1.50,0.7273,0.6250,0.1023,0.0909,v3,Goles,Total,W,,,,,,
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Arco tot. O/U 8.5,Under/No,1.61,0.7698,0.6690,0.1008,0.2394,v3,Arco,Total,W,,,,,,
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Arco tot. O/U 6.5,Under/No,2.10,0.4951,0.4410,0.0541,0.0397,v3,Arco,Total,W,,,,,,
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Arco tot. O/U 7.5,Under/No,1.61,0.6430,0.5770,0.0660,0.0353,v3,Arco,Total,W,,,,,,
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Tiros Aldosivi O/U 10.5,Over/Si,2.10,0.4772,0.4410,0.0362,0.0021,v3,Tiros,Visitante,L,,,,,,
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Arco tot. O/U 5.5,Under/No,3.25,0.3387,0.2900,0.0487,0.1008,v3,Arco,Total,W,,,,,,
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Goles Belgrano Cordoba O/U 0.5,Under/No,4.00,0.2583,0.2340,0.0243,0.0330,v3,Goles,Local,L,,,,,,
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Arco Belgrano Cordoba O/U 4.5,Under/No,1.66,0.6310,0.5590,0.0720,0.0474,v3,Arco,Local,W,,,,,,
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Arco tot. O/U 9.5,Under/No,1.33,0.8617,0.7720,0.0897,0.1461,v3,Arco,Total,W,,,,,,
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,BTTS,Under/No,1.50,0.7303,0.6250,0.1053,0.0954,v3,BTTS,Total,W,,,,,,
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Goles Belgrano Cordoba O/U 2.5,Under/No,1.20,0.8433,0.7830,0.0603,0.0119,v3,Goles,Local,W,,,,,,
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Arco Belgrano Cordoba O/U 5.5,Under/No,1.33,0.7875,0.7100,0.0775,0.0474,v3,Arco,Local,W,,,,,,
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Goles tot. O/U 3.5,Under/No,1.17,0.8891,0.8100,0.0791,0.0402,v3,Goles,Total,W,,,,,,
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Arco Belgrano Cordoba O/U 3.5,Under/No,2.37,0.4350,0.3920,0.0430,0.0309,v3,Arco,Local,W,,,,,,
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Goles tot. O/U 0.5,Under/No,7.00,0.1628,0.1360,0.0268,0.1393,v3,Goles,Total,L,,,,,,
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Goles Aldosivi O/U 0.5,Under/No,1.73,0.6348,0.5360,0.0988,0.0982,v3,Goles,Visitante,W,,,,,,
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Goles tot. O/U 4.5,Under/No,1.05,0.9629,0.9130,0.0499,0.0111,v3,Goles,Total,W,,,,,,
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Goles Aldosivi O/U 1.5,Under/No,1.10,0.9225,0.8640,0.0585,0.0148,v3,Goles,Visitante,W,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Tiros Boca Juniors O/U 9.5,Under/No,3.75,0.4385,0.2500,0.1885,0.6442,v3,Tiros,Local,L,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Tiros Boca Juniors O/U 8.5,Under/No,5.00,0.3641,0.1860,0.1781,0.8207,v3,Tiros,Local,L,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Tiros Boca Juniors O/U 10.5,Under/No,2.75,0.5113,0.3370,0.1743,0.4060,v3,Tiros,Local,L,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Tiros tot. O/U 19.5,Under/No,3.75,0.4498,0.2500,0.1998,0.6867,v3,Tiros,Total,L,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Tiros Boca Juniors O/U 7.5,Under/No,7.00,0.2968,0.1340,0.1628,1.0776,v3,Tiros,Local,L,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Tiros Boca Juniors O/U 11.5,Under/No,2.25,0.5837,0.4110,0.1727,0.3132,v3,Tiros,Local,L,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Tiros tot. O/U 17.5,Under/No,6.50,0.3259,0.1450,0.1809,1.1183,v3,Tiros,Total,L,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Tiros tot. O/U 21.5,Under/No,2.37,0.5763,0.3920,0.1843,0.3659,v3,Tiros,Total,W,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Tiros Boca Juniors O/U 12.5,Under/No,1.83,0.6539,0.5000,0.1539,0.1967,v3,Tiros,Local,W,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Tiros tot. O/U 23.5,Under/No,1.72,0.6974,0.5380,0.1594,0.1995,v3,Tiros,Total,W,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Tiros Boca Juniors O/U 13.5,Under/No,1.57,0.7183,0.5890,0.1293,0.1278,v3,Tiros,Local,W,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco Boca Juniors O/U 4.5,Under/No,1.57,0.7170,0.5890,0.1280,0.1257,v3,Arco,Local,L,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco tot. O/U 6.5,Under/No,2.62,0.5161,0.3550,0.1611,0.3522,v3,Arco,Total,W,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco tot. O/U 7.5,Under/No,1.83,0.6618,0.5000,0.1618,0.2110,v3,Arco,Total,W,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Tiros tot. O/U 25.5,Under/No,1.40,0.7964,0.6630,0.1334,0.1149,v3,Tiros,Total,W,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco Boca Juniors O/U 3.5,Under/No,2.20,0.5278,0.4230,0.1048,0.1612,v3,Arco,Local,L,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco tot. O/U 8.5,Under/No,1.50,0.7841,0.6250,0.1591,0.1762,v3,Arco,Total,W,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Corners Boca Juniors O/U 4.5,Under/No,3.00,0.4673,0.3750,0.0923,0.4020,v3,Corners,Local,W,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco Boca Juniors O/U 5.5,Under/No,1.28,0.8525,0.7320,0.1205,0.0912,v3,Arco,Local,W,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco tot. O/U 9.5,Under/No,1.28,0.8717,0.7320,0.1397,0.1158,v3,Arco,Total,W,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco tot. O/U 5.5,Under/No,4.00,0.3609,0.2340,0.1269,0.4437,v3,Arco,Total,L,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Corners Boca Juniors O/U 5.5,Under/No,1.90,0.6405,0.5680,0.0725,0.2170,v3,Corners,Local,W,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Corners Boca Juniors O/U 3.5,Under/No,5.00,0.2871,0.2140,0.0731,0.4353,v3,Corners,Local,W,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Corners Boca Juniors O/U 6.5,Under/No,1.50,0.7852,0.7060,0.0792,0.1778,v3,Corners,Local,W,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco Boca Juniors O/U 2.5,Under/No,3.75,0.3114,0.2500,0.0614,0.1679,v3,Arco,Local,L,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Corners Independiente O/U 4.5,Over/Si,2.62,0.4027,0.4200,-0.0173,0.0552,v3,Corners,Visitante,L,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco tot. O/U 10.5,Under/No,1.14,0.9310,0.8140,0.1170,0.0614,v3,Arco,Total,W,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Tiros tot. O/U 27.5,Under/No,1.20,0.8745,0.7830,0.0915,0.0494,v3,Tiros,Total,W,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Goles Independiente O/U 0.5,Under/No,2.50,0.5492,0.3750,0.1742,0.3729,v3,Goles,Visitante,L,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Goles Independiente O/U 1.5,Under/No,1.28,0.8780,0.7320,0.1460,0.1238,v3,Goles,Visitante,W,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,BTTS,Under/No,1.70,0.6851,0.5470,0.1381,0.1647,v3,BTTS,Total,L,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco tot. O/U 4.5,Under/No,6.50,0.2182,0.1450,0.0732,0.4180,v3,Arco,Total,L,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco tot. O/U 11.5,Under/No,1.07,0.9648,0.8750,0.0898,0.0324,v3,Arco,Total,W,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,1X2 -> Boca Juniors gana,,2.50,0.5014,0.3780,0.1234,0.2534,v3,1X2,Total,L,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Corners Independiente O/U 3.5,Over/Si,1.80,0.5949,0.6330,-0.0381,0.0709,v3,Corners,Visitante,L,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco Independiente O/U 5.5,Under/No,1.14,0.9173,0.8140,0.1033,0.0457,v3,Arco,Visitante,W,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco Independiente O/U 4.5,Under/No,1.33,0.8144,0.7100,0.1044,0.0831,v3,Arco,Visitante,W,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Goles tot. O/U 2.5,Under/No,1.48,0.7344,0.6370,0.0974,0.0869,v3,Goles,Total,W,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco Independiente O/U 3.5,Under/No,1.72,0.6429,0.5380,0.1049,0.1058,v3,Arco,Visitante,W,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Goles tot. O/U 3.5,Under/No,1.17,0.8911,0.8100,0.0811,0.0426,v3,Goles,Total,W,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Goles tot. O/U 1.5,Under/No,2.50,0.4656,0.3750,0.0906,0.1641,v3,Goles,Total,L,,,,,,
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Goles Independiente O/U 2.5,Under/No,1.05,0.9769,0.9130,0.0639,0.0258,v3,Goles,Visitante,W,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles tot. O/U 1.5,Under/No,2.10,0.6770,0.4410,0.2360,0.4216,v3,Goles,Total,W,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles Instituto Cordoba O/U 0.5,Under/No,2.25,0.7020,0.4110,0.2910,0.5795,v3,Goles,Visitante,L,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco Instituto Cordoba O/U 4.5,Under/No,2.00,0.8728,0.4620,0.4108,0.7455,v3,Arco,Visitante,L,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles tot. O/U 0.5,Under/No,5.00,0.3130,0.1880,0.1250,0.5652,v3,Goles,Total,L,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco Instituto Cordoba O/U 3.5,Under/No,3.25,0.7303,0.2900,0.4403,1.3733,v3,Arco,Visitante,L,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,BTTS,Under/No,1.50,0.8355,0.6250,0.2105,0.2532,v3,BTTS,Total,W,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco Instituto Cordoba O/U 5.5,Under/No,1.53,0.9489,0.6080,0.3409,0.4518,v3,Arco,Visitante,L,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 12.5,Under/No,1.61,0.7035,0.5770,0.1265,0.1326,v3,Tiros,Visitante,L,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles Deportivo Riestra O/U 0.5,Under/No,2.37,0.4465,0.3920,0.0545,0.0582,v3,Goles,Local,W,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 13.5,Under/No,1.40,0.7813,0.6630,0.1183,0.0938,v3,Tiros,Visitante,L,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles tot. O/U 2.5,Under/No,1.33,0.8869,0.7190,0.1679,0.1795,v3,Goles,Total,W,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 11.5,Under/No,1.83,0.6158,0.5000,0.1158,0.1270,v3,Tiros,Visitante,L,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 10.5,Under/No,2.37,0.5176,0.3920,0.1256,0.2268,v3,Tiros,Visitante,L,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 14.5,Under/No,1.28,0.8461,0.7320,0.1141,0.0830,v3,Tiros,Visitante,L,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,1X2 -> Empate,,2.70,0.4082,0.3490,0.0592,0.1020,v3,1X2,Total,L,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco Instituto Cordoba O/U 6.5,Under/No,1.25,0.9817,0.7500,0.2317,0.2272,v3,Arco,Visitante,W,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles Instituto Cordoba O/U 1.5,Under/No,1.22,0.9520,0.7660,0.1860,0.1614,v3,Goles,Visitante,W,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 15.5,Under/No,1.20,0.8964,0.7830,0.1134,0.0757,v3,Tiros,Visitante,L,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco Instituto Cordoba O/U 2.5,Under/No,5.50,0.5170,0.1690,0.3480,1.8435,v3,Arco,Visitante,L,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles Deportivo Riestra O/U 1.5,Under/No,1.25,0.8042,0.7500,0.0542,0.0052,v3,Goles,Local,W,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 9.5,Under/No,3.00,0.4208,0.3120,0.1088,0.2625,v3,Tiros,Visitante,L,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros tot. O/U 23.5,Under/No,1.80,0.6322,0.5140,0.1182,0.1380,v3,Tiros,Total,L,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros tot. O/U 21.5,Under/No,2.50,0.4840,0.3750,0.1090,0.2101,v3,Tiros,Total,L,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 16.5,Under/No,1.12,0.9335,0.8310,0.1025,0.0455,v3,Tiros,Visitante,W,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco tot. O/U 8.5,Under/No,1.83,0.8250,0.5000,0.3250,0.5097,v3,Arco,Total,L,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros tot. O/U 25.5,Under/No,1.40,0.7629,0.6630,0.0999,0.0681,v3,Tiros,Total,L,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros tot. O/U 19.5,Under/No,3.75,0.3395,0.2500,0.0895,0.2731,v3,Tiros,Total,L,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco tot. O/U 9.5,Under/No,1.50,0.9016,0.6250,0.2766,0.3524,v3,Arco,Total,L,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco tot. O/U 7.5,Under/No,2.50,0.7136,0.3750,0.3386,0.7840,v3,Arco,Total,L,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles tot. O/U 3.5,Under/No,1.10,0.9705,0.8640,0.1065,0.0675,v3,Goles,Total,W,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco tot. O/U 10.5,Under/No,1.28,0.9491,0.7320,0.2171,0.2149,v3,Arco,Total,W,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 8.5,Under/No,4.00,0.3298,0.2340,0.0958,0.3194,v3,Tiros,Visitante,L,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros tot. O/U 17.5,Under/No,6.50,0.2127,0.1450,0.0677,0.3824,v3,Tiros,Total,L,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros tot. O/U 27.5,Under/No,1.20,0.8642,0.7830,0.0812,0.0370,v3,Tiros,Total,L,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco tot. O/U 11.5,Under/No,1.14,0.9765,0.8140,0.1625,0.1133,v3,Arco,Total,W,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco tot. O/U 6.5,Under/No,3.50,0.5713,0.2680,0.3033,0.9994,v3,Arco,Total,L,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles Instituto Cordoba O/U 2.5,Under/No,1.04,0.9944,0.9260,0.0684,0.0342,v3,Goles,Visitante,W,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 7.5,Under/No,5.50,0.2478,0.1690,0.0788,0.3630,v3,Tiros,Visitante,L,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco tot. O/U 5.5,Under/No,5.50,0.4103,0.1690,0.2413,1.2565,v3,Arco,Total,L,,,,,,
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles tot. O/U 4.5,Under/No,1.02,0.9939,0.9490,0.0449,0.0138,v3,Goles,Total,W,,,,,,
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Instituto Cordoba O/U 5.5,Over/Si,2.60,0.5136,0.3560,0.1576,0.3353,v3,Corners,Visitante,L,,,,,,
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Instituto Cordoba O/U 4.5,Over/Si,1.83,0.6789,0.5000,0.1789,0.2424,v3,Corners,Visitante,W,,,,,,
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Instituto Cordoba O/U 6.5,Over/Si,4.00,0.3513,0.2340,0.1173,0.4051,v3,Corners,Visitante,L,,,,,,
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Instituto Cordoba O/U 3.5,Over/Si,1.40,0.8250,0.6630,0.1620,0.1550,v3,Corners,Visitante,W,,,,,,
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Instituto Cordoba O/U 7.5,Over/Si,6.00,0.2187,0.1560,0.0627,0.3123,v3,Corners,Visitante,L,,,,,,
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Instituto Cordoba O/U 2.5,Over/Si,1.16,0.9258,0.8040,0.1218,0.0740,v3,Corners,Visitante,W,,,,,,
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Instituto Cordoba O/U 8.5,Over/Si,10.00,0.1257,0.0950,0.0307,0.2568,v3,Corners,Visitante,L,,,,,,
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Instituto Cordoba O/U 1.5,Over/Si,1.04,0.9776,0.9140,0.0636,0.0167,v3,Corners,Visitante,W,,,,,,
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Deportivo Riestra O/U 8.5,Under/No,1.03,0.9711,0.9360,0.0351,0.0002,v3,Corners,Local,W,,,,,,
2026-04-11 18:28,1492019,Estudiantes RC vs Barracas Central,Liga Profesional,Goles Estudiantes RC O/U 0.5,Under/No,2.62,0.5124,0.3550,0.1574,0.3425,v3,Goles,Local,L,,,,,,
2026-04-11 18:28,1492019,Estudiantes RC vs Barracas Central,Liga Profesional,Arco tot. O/U 5.5,Under/No,3.25,0.7035,0.2900,0.4135,1.2865,v3,Arco,Total,L,,,,,,
2026-04-11 18:28,1492019,Estudiantes RC vs Barracas Central,Liga Profesional,Corners Barracas Central O/U 2.5,Under/No,5.00,0.5451,0.2240,0.3211,1.7256,v3,Corners,Visitante,W,,,,,,
2026-04-11 18:28,1492019,Estudiantes RC vs Barracas Central,Liga Profesional,Arco tot. O/U 6.5,Under/No,2.10,0.8298,0.4410,0.3888,0.7426,v3,Arco,Total,L,,,,,,
2026-04-11 18:28,1492019,Estudiantes RC vs Barracas Central,Liga Profesional,Corners Barracas Central O/U 3.5,Under/No,2.50,0.7574,0.4570,0.3004,0.8936,v3,Corners,Visitante,W,,,,,,
2026-04-11 18:28,1492019,Estudiantes RC vs Barracas Central,Liga Profesional,Goles tot. O/U 1.5,Under/No,2.00,0.6010,0.4640,0.1370,0.2020,v3,Goles,Total,L,,,,,,
2026-04-11 18:28,1492019,Estudiantes RC vs Barracas Central,Liga Profesional,Arco Barracas Central O/U 2.5,Under/No,2.62,0.5923,0.3550,0.2373,0.5518,v3,Arco,Visitante,L,,,,,,
2026-04-11 18:28,1492019,Estudiantes RC vs Barracas Central,Liga Profesional,Arco tot. O/U 4.5,Under/No,5.00,0.5310,0.1860,0.3450,1.6552,v3,Arco,Total,L,,,,,,
